Timestamp,IPD,UTC_Time
4115.02587890625,62.29903793334961,2023-04-20T08:29:38.128665
4115.0283203125,62.30264091491699,2023-04-20T08:29:38.130664
4115.0302734375,62.302734375,2023-04-20T08:29:38.133713
4115.0322265625,62.30823516845703,2023-04-20T08:29:38.134719
4115.0341796875,62.307376861572266,2023-04-20T08:29:38.138923
4115.0400390625,62.31124496459961,2023-04-20T08:29:38.143020
4115.0419921875,62.30683135986328,2023-04-20T08:29:38.145063
4115.0439453125,62.3065242767334,2023-04-20T08:29:38.148174
4115.0458984375,62.30578804016113,2023-04-20T08:29:38.149179
4115.04833984375,62.30905342102051,2023-04-20T08:29:38.153266
4115.05029296875,62.30811309814453,2023-04-20T08:29:38.155438
4115.05224609375,62.30574417114258,2023-04-20T08:29:38.155438
4115.05419921875,62.30578422546387,2023-04-20T08:29:38.156595
4115.05615234375,62.298885345458984,2023-04-20T08:29:38.163660
4115.05810546875,62.305198669433594,2023-04-20T08:29:38.163660
4115.06005859375,62.30354309082031,2023-04-20T08:29:38.164776
4115.06201171875,62.30109977722168,2023-04-20T08:29:38.164776
4115.06396484375,62.308143615722656,2023-04-20T08:29:38.166779
4115.06591796875,62.30512237548828,2023-04-20T08:29:38.169900
4115.068359375,62.30507850646973,2023-04-20T08:29:38.170904
4115.0703125,62.299903869628906,2023-04-20T08:29:38.176093
4115.072265625,62.29846000671387,2023-04-20T08:29:38.176093
4115.07421875,62.2967586517334,2023-04-20T08:29:38.179361
4115.076171875,62.29456901550293,2023-04-20T08:29:38.180361
4115.078125,62.295278549194336,2023-04-20T08:29:38.182387
4115.080078125,62.29386520385742,2023-04-20T08:29:38.185400
4115.08203125,62.29128837585449,2023-04-20T08:29:38.189718
4115.083984375,62.28651809692383,2023-04-20T08:29:38.190822
4115.0859375,62.290122985839844,2023-04-20T08:29:38.190822
4115.087890625,62.28913116455078,2023-04-20T08:29:38.192092
4115.08984375,62.28965377807617,2023-04-20T08:29:38.193168
4115.09228515625,62.293827056884766,2023-04-20T08:29:38.201684
4115.09423828125,62.295074462890625,2023-04-20T08:29:38.202689
4115.09619140625,62.295841217041016,2023-04-20T08:29:38.202689
4115.09814453125,62.28991889953613,2023-04-20T08:29:38.202689
4115.10009765625,62.294105529785156,2023-04-20T08:29:38.203689
4115.10205078125,62.30368995666504,2023-04-20T08:29:38.205689
4115.10400390625,62.307451248168945,2023-04-20T08:29:38.210776
4115.10595703125,62.3083553314209,2023-04-20T08:29:38.210776
4115.10791015625,62.31292915344238,2023-04-20T08:29:38.214993
4115.10986328125,62.313161849975586,2023-04-20T08:29:38.216994
4115.1123046875,62.310503005981445,2023-04-20T08:29:38.218994
4115.1142578125,62.31002235412598,2023-04-20T08:29:38.218994
4115.1162109375,62.304208755493164,2023-04-20T08:29:38.219994
4115.1181640625,62.308664321899414,2023-04-20T08:29:38.223993
4115.1201171875,62.30605697631836,2023-04-20T08:29:38.224993
4115.1220703125,62.3062858581543,2023-04-20T08:29:38.224993
4115.1240234375,62.311933517456055,2023-04-20T08:29:38.235249
4115.1259765625,62.31551551818848,2023-04-20T08:29:38.235249
4115.1279296875,62.31264114379883,2023-04-20T08:29:38.235249
4115.1298828125,62.305728912353516,2023-04-20T08:29:38.235249
4115.1318359375,62.307899475097656,2023-04-20T08:29:38.236473
4115.13427734375,62.308664321899414,2023-04-20T08:29:38.237473
4115.13623046875,62.30385208129883,2023-04-20T08:29:38.240473
4115.13818359375,62.30205154418945,2023-04-20T08:29:38.242474
4115.14013671875,62.3025016784668,2023-04-20T08:29:38.243473
4115.14208984375,62.30404472351074,2023-04-20T08:29:38.248552
4115.14404296875,62.30447006225586,2023-04-20T08:29:38.250612
4115.14599609375,62.30539131164551,2023-04-20T08:29:38.251761
4115.14794921875,62.30002975463867,2023-04-20T08:29:38.251761
4115.14990234375,62.30428123474121,2023-04-20T08:29:38.253794
4115.15185546875,62.30618476867676,2023-04-20T08:29:38.255112
4115.154296875,62.30265235900879,2023-04-20T08:29:38.263656
4115.15625,62.30392837524414,2023-04-20T08:29:38.263656
4115.158203125,62.299407958984375,2023-04-20T08:29:38.263656
4115.16015625,62.301767349243164,2023-04-20T08:29:38.265660
4115.162109375,62.30855178833008,2023-04-20T08:29:38.266660
4115.1640625,62.30875587463379,2023-04-20T08:29:38.266660
4115.166015625,62.31039619445801,2023-04-20T08:29:38.270660
4115.16796875,62.311946868896484,2023-04-20T08:29:38.271797
4115.169921875,62.31301307678223,2023-04-20T08:29:38.274142
4115.171875,62.30522155761719,2023-04-20T08:29:38.277194
4115.173828125,62.308027267456055,2023-04-20T08:29:38.277194
4115.17626953125,62.303897857666016,2023-04-20T08:29:38.283456
4115.17822265625,62.31009101867676,2023-04-20T08:29:38.284456
4115.18017578125,62.31437683105469,2023-04-20T08:29:38.284456
4115.18212890625,62.312374114990234,2023-04-20T08:29:38.286732
4115.18408203125,62.316843032836914,2023-04-20T08:29:38.286732
4115.18603515625,62.319156646728516,2023-04-20T08:29:38.290805
4115.18798828125,62.316036224365234,2023-04-20T08:29:38.291850
4115.18994140625,62.30751609802246,2023-04-20T08:29:38.296946
4115.19189453125,62.30489730834961,2023-04-20T08:29:38.297946
4115.1943359375,62.30767250061035,2023-04-20T08:29:38.297946
4115.1962890625,62.302865982055664,2023-04-20T08:29:38.302453
4115.1982421875,62.31219291687012,2023-04-20T08:29:38.302453
4115.2001953125,62.31008720397949,2023-04-20T08:29:38.303655
4115.2021484375,62.3068962097168,2023-04-20T08:29:38.305682
4115.2041015625,62.31109619140625,2023-04-20T08:29:38.317221
4115.2060546875,62.31121826171875,2023-04-20T08:29:38.317221
4115.2080078125,62.31829643249512,2023-04-20T08:29:38.318410
4115.2099609375,62.32243728637695,2023-04-20T08:29:38.318410
