Timestamp,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,UTC_Time
4115.0283203125,-197.7939453125,4.477356910705566,1551.5550537109375,7.930000305175781,-1010.281982421875,22.082000732421875,2023-04-20T08:29:38.130664
4115.03564453125,-22.7939453125,-65.52264404296875,1481.5550537109375,8.234999656677246,-1005.9509887695312,22.814001083374023,2023-04-20T08:29:38.139935
4115.04443359375,117.2060546875,-100.52264404296875,1306.5550537109375,5.184999942779541,-1006.56103515625,24.52199935913086,2023-04-20T08:29:38.148174
4115.052734375,152.2060546875,-100.52264404296875,1166.5550537109375,5.307000160217285,-1009.8550415039062,24.277999877929688,2023-04-20T08:29:38.155438
4115.06103515625,362.2060546875,-135.52264404296875,1131.5550537109375,5.184999942779541,-1013.4540405273438,24.52199935913086,2023-04-20T08:29:38.164776
4115.06884765625,572.2060546875,-100.52264404296875,1271.5550537109375,5.734000205993652,-1011.989990234375,24.58300018310547,2023-04-20T08:29:38.173074
4115.07666015625,677.2060546875,4.477356910705566,1411.5550537109375,5.184999942779541,-1009.3060302734375,24.948999404907227,2023-04-20T08:29:38.180361
4115.0849609375,572.2060546875,-30.52264404296875,1481.5550537109375,5.184999942779541,-1004.85302734375,27.388999938964844,2023-04-20T08:29:38.190822
4115.0927734375,362.2060546875,144.47735595703125,1341.5550537109375,6.2220001220703125,-1005.8290405273438,27.328001022338867,2023-04-20T08:29:38.201684
4115.10107421875,187.2060546875,179.47735595703125,1341.5550537109375,6.5269999504089355,-1006.8660278320312,25.742000579833984,2023-04-20T08:29:38.203689
4115.10888671875,82.2060546875,284.47735595703125,1201.5550537109375,4.269999980926514,-1009.6110229492188,27.57200050354004,2023-04-20T08:29:38.214993
4115.11669921875,117.2060546875,284.47735595703125,1166.5550537109375,4.513999938964844,-1010.5870361328125,28.121000289916992,2023-04-20T08:29:38.219994
4115.125,152.2060546875,214.47735595703125,991.5551147460938,3.9040000438690186,-1013.27099609375,25.92500114440918,2023-04-20T08:29:38.235249
4115.1328125,432.2060546875,179.47735595703125,781.5551147460938,4.513999938964844,-1013.3930053710938,28.243000030517578,2023-04-20T08:29:38.236473
4115.140625,502.2060546875,144.47735595703125,816.5551147460938,4.940999984741211,-1011.7460327148438,27.388999938964844,2023-04-20T08:29:38.243473
4115.14892578125,712.2060546875,109.47735595703125,851.5551147460938,5.063000202178955,-1010.1600341796875,28.243000030517578,2023-04-20T08:29:38.251761
4115.15673828125,747.2060546875,214.47735595703125,1026.5550537109375,4.209000110626221,-1008.0859985351562,28.60900115966797,2023-04-20T08:29:38.263656
4115.1650390625,642.2060546875,284.47735595703125,1131.5550537109375,4.575000286102295,-1007.5369873046875,29.280000686645508,2023-04-20T08:29:38.268660
4115.1728515625,537.2060546875,319.47735595703125,1271.5550537109375,3.9040000438690186,-1006.0120239257812,29.158000946044922,2023-04-20T08:29:38.277194
4115.18115234375,222.2060546875,424.47735595703125,1481.5550537109375,3.6600000858306885,-1007.1710205078125,30.072999954223633,2023-04-20T08:29:38.285724
4115.18896484375,292.2060546875,389.47735595703125,1516.5550537109375,3.4160001277923584,-1008.5740356445312,30.683000564575195,2023-04-20T08:29:38.295943
4115.19677734375,117.2060546875,389.47735595703125,1621.5550537109375,4.026000022888184,-1008.0859985351562,31.048999786376953,2023-04-20T08:29:38.302453
4115.20458984375,222.2060546875,459.47735595703125,1726.5550537109375,2.378999948501587,-1007.6589965820312,29.402000427246094,2023-04-20T08:29:38.317221
4115.212890625,222.2060546875,354.47735595703125,1761.5550537109375,2.805999994277954,-1007.4760131835938,30.316999435424805,2023-04-20T08:29:38.320431
4115.220703125,152.2060546875,319.47735595703125,1691.5550537109375,1.7080000638961792,-1007.1099853515625,30.5,2023-04-20T08:29:38.327600
4115.22900390625,187.2060546875,354.47735595703125,1726.5550537109375,1.281000018119812,-1005.8290405273438,29.951000213623047,2023-04-20T08:29:38.332845
4115.23681640625,-22.7939453125,459.47735595703125,1726.5550537109375,1.8300000429153442,-1006.6220092773438,29.889999389648438,2023-04-20T08:29:38.340366
4115.24462890625,-232.7939453125,459.47735595703125,1656.5550537109375,0.4880000054836273,-1006.56103515625,29.280000686645508,2023-04-20T08:29:38.348880
4115.2529296875,-302.7939453125,529.4773559570312,1691.5550537109375,-0.12200000137090683,-1006.072998046875,29.463001251220703,2023-04-20T08:29:38.357095
4115.2607421875,-267.7939453125,564.4773559570312,1481.5550537109375,0.3659999966621399,-1007.1099853515625,28.426000595092773,2023-04-20T08:29:38.366954
4115.26904296875,-337.7939453125,599.4773559570312,1271.5550537109375,0.6100000143051147,-1006.988037109375,27.632999420166016,2023-04-20T08:29:38.371000
